title,home_type,home_status,year_built,address,city,state,postal_code,bedrooms,bathrooms,square_footage,price,offer,monthly_p_i,total_expense,rent_zestimate,days_on_zillow,price_reduction,url
Townhouse for sale,TOWNHOUSE,FOR_SALE,1961,"3707 Erie Ave UNIT B, Cincinnati, OH 45208",Cincinnati,OH,45208,2,2.0,1300,224900.0,207500.0,792.5093904726533,1649.8427238059867,1750,49,"$5,000 (Oct 29)",https://www.zillow.com/homedetails/3707-Erie-Ave-UNIT-B-Cincinnati-OH-45208/66114251_zpid/
Townhouse for sale,TOWNHOUSE,FOR_SALE,1988,"951 Auburnview Dr, Cincinnati, OH 45206",Cincinnati,OH,45206,3,4.0,1860,289900.0,168500.0,643.5558182874317,1599.7224849540985,1700,49,"$7,100 (Nov 8)",https://www.zillow.com/homedetails/951-Auburnview-Dr-Cincinnati-OH-45206/66114299_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1906,"4609 Winona Ter, Cincinnati, OH 45227",Cincinnati,OH,45227,3,3.0,1536,289900.0,93400.0,356.7247087717871,1294.9413754384539,1395,49,,https://www.zillow.com/homedetails/4609-Winona-Ter-Cincinnati-OH-45227/34206194_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1954,"730 Wilbud Dr, Cincinnati, OH 45205",Cincinnati,OH,45205,4,2.0,1221,124900.0,123000.0,469.77665073800654,1094.9933174046732,1195,49,,https://www.zillow.com/homedetails/730-Wilbud-Dr-Cincinnati-OH-45205/34244535_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1893,"3807 Tappan Ave, Cincinnati, OH 45223",Cincinnati,OH,45223,3,1.0,1760,19900.0,19900.0,76.00451503810025,527.1711817047669,1200,50,"$3,600 (Nov 20)",https://www.zillow.com/homedetails/3807-Tappan-Ave-Cincinnati-OH-45223/34248188_zpid/
For sale by owner,SINGLE_FAMILY,FOR_SALE,1885,"4140 Eastern Ave, Cincinnati, OH 45226",Cincinnati,OH,45226,4,1.0,1104,45000.0,45000.0,171.8695063675634,664.8695063675634,1200,50,,https://www.zillow.com/homedetails/4140-Eastern-Ave-Cincinnati-OH-45226/34203432_zpid/
Condo for sale,CONDO,FOR_SALE,1906,"2356 Park Ave UNIT 106, Cincinnati, OH 45206",Cincinnati,OH,45206,1,2.0,1162,209000.0,32300.0,123.36411234827327,1099.6974456816065,1200,50,,https://www.zillow.com/homedetails/2356-Park-Ave-UNIT-106-Cincinnati-OH-45206/2101935133_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1954,"885 Stanlyn Dr, Cincinnati, OH 45245",Cincinnati,OH,45245,3,1.0,1232,143000.0,80900.0,308.9831792252417,933.7765125585751,1034,50,,https://www.zillow.com/homedetails/885-Stanlyn-Dr-Cincinnati-OH-45245/51288058_zpid/
Apartment for sale,MULTI_FAMILY,FOR_SALE,1928,"1539 Joseph St, Cincinnati, OH 45237",Cincinnati,OH,45237,2,2.0,1584,79900.0,79900.0,305.16385686151807,777.3805235281847,995,50,"$5,000 (Oct 17)",https://www.zillow.com/homedetails/1539-Joseph-St-Cincinnati-OH-45237/34231934_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1890,"8346 Woodbine Ave, Cincinnati, OH 45216",Cincinnati,OH,45216,3,2.0,2054,126000.0,123500.0,471.6863119198684,1099.6863119198683,1200,50,"$9,000 (Nov 22)",https://www.zillow.com/homedetails/8346-Woodbine-Ave-Cincinnati-OH-45216/34269062_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1927,"535 Wilsonia Dr, Cincinnati, OH 45205",Cincinnati,OH,45205,2,2.0,1432,229900.0,110000.0,420.12546000959935,1249.792126676266,1350,50,,https://www.zillow.com/homedetails/535-Wilsonia-Dr-Cincinnati-OH-45205/34242609_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,-1,"7104 Saint Edmunds Dr, Anderson Twp, OH 45230",Anderson Twp,OH,45230,4,4.0,3364,374900.0,289600.0,1106.0757565343633,2394.959089867697,2495,50,"$13,600 (Nov 11)",https://www.zillow.com/homedetails/7104-Saint-Edmunds-Dr-Anderson-Twp-OH-45230/2082442129_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1948,"8405 Mayfair St, Cincinnati, OH 45216",Cincinnati,OH,45216,4,1.0,1295,139900.0,128100.0,489.25519479299703,1149.9218614596637,1250,51,,https://www.zillow.com/homedetails/8405-Mayfair-St-Cincinnati-OH-45216/34360494_zpid/
