title,home_type,home_status,year_built,address,city,state,postal_code,bedrooms,bathrooms,square_footage,price,offer,monthly_p_i,total_expense,rent_zestimate,days_on_zillow,price_reduction,url
House for sale,SINGLE_FAMILY,FOR_SALE,1956,"3504 Annabelle Dr, Dayton, OH 45429",Dayton,OH,45429,3,1.0,864,124900.0,101700.0,388.42508439069326,994.6417510573599,1095,46,,https://www.zillow.com/homedetails/3504-Annabelle-Dr-Dayton-OH-45429/35033412_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1956,"2701 Wehrly Ave, Dayton, OH 45419",Dayton,OH,45419,3,2.0,1102,124900.0,102800.0,392.6263389907892,999.7930056574559,1100,46,,https://www.zillow.com/homedetails/2701-Wehrly-Ave-Dayton-OH-45419/35029169_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1993,"4969 Field Point Ct, Beavercreek Township, OH 45440",Beavercreek Township,OH,45440,2,2.0,1759,189900.0,116900.0,446.4787843192924,1199.9787843192923,1300,46,"$6,000 (Oct 29)",https://www.zillow.com/homedetails/4969-Field-Point-Ct-Beavercreek-Township-OH-45440/2082490654_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1948,"1332 Southlyn Dr, Dayton, OH 45409",Dayton,OH,45409,3,1.0,1008,110000.0,88100.0,336.4823002440518,899.8156335773851,1000,46,,https://www.zillow.com/homedetails/1332-Southlyn-Dr-Dayton-OH-45409/35026044_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1942,"4116 Marshall Rd, Dayton, OH 45429",Dayton,OH,45429,3,1.0,984,114900.0,80700.0,308.219314752497,874.969314752497,975,47,"$4,100 (Oct 23)",https://www.zillow.com/homedetails/4116-Marshall-Rd-Dayton-OH-45429/35025076_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1959,"4724 Archmore Dr, Dayton, OH 45440",Dayton,OH,45440,4,2.0,1025,182000.0,67300.0,257.04039507860034,949.8737284119336,1050,50,$500 (Nov 18),https://www.zillow.com/homedetails/4724-Archmore-Dr-Dayton-OH-45440/35037015_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1970,"4888 Marybrook Dr, Dayton, OH 45429",Dayton,OH,45429,3,2.0,2005,214900.0,149600.0,571.370625613055,1405.6772922797218,1506,52,,https://www.zillow.com/homedetails/4888-Marybrook-Dr-Dayton-OH-45429/35041747_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1925,"3449 Ridgeway Rd, Dayton, OH 45419",Dayton,OH,45419,3,4.0,3630,450000.0,45800.0,174.92496425854227,1399.9249642585423,1500,53,"$29,900 (Oct 29)",https://www.zillow.com/homedetails/3449-Ridgeway-Rd-Dayton-OH-45419/35041264_zpid/
Condo for sale,CONDO,FOR_SALE,1968,"2230 S Patterson Blvd APT 63, Dayton, OH 45409",Dayton,OH,45409,2,2.0,1114,94900.0,23800.0,90.8998722566224,824.816538923289,925,53,,https://www.zillow.com/homedetails/2230-S-Patterson-Blvd-APT-63-Dayton-OH-45409/35042993_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1951,"1288 Robert Dickey Pkwy, Dayton, OH 45409",Dayton,OH,45409,5,7.0,3565,699000.0,658400.0,2514.641844275638,4800.831844275638,4901,54,"$26,000 (Oct 30)",https://www.zillow.com/homedetails/1288-Robert-Dickey-Pkwy-Dayton-OH-45409/179558820_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1981,"805 Blossom Heath Rd, Dayton, OH 45419",Dayton,OH,45419,4,5.0,4671,498900.0,460500.0,1758.7979484947316,3455.937948494732,3556,54,"$30,000 (Oct 25)",https://www.zillow.com/homedetails/805-Blossom-Heath-Rd-Dayton-OH-45419/35041056_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1958,"2108 E David Rd, Dayton, OH 45440",Dayton,OH,45440,4,3.0,2212,229900.0,171900.0,656.5415143240921,1541.6881809907588,1642,58,"$10,000 (Sep 29)",https://www.zillow.com/homedetails/2108-E-David-Rd-Dayton-OH-45440/35036529_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,2012,"1341 New Horizon Pl, Dayton, OH 45420",Dayton,OH,45420,3,3.0,2530,259900.0,217800.0,831.8484108190067,1819.8150774856736,1920,60,,https://www.zillow.com/homedetails/1341-New-Horizon-Pl-Dayton-OH-45420/111612420_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1941,"1425 Wheatland Ave, Dayton, OH 45429",Dayton,OH,45429,3,1.0,1064,120000.0,73100.0,279.19246478819736,849.6924647881974,950,60,,https://www.zillow.com/homedetails/1425-Wheatland-Ave-Dayton-OH-45429/35035502_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1950,"2508 Hazelwood Ave, Kettering, OH 45419",Kettering,OH,45419,3,2.0,1008,132900.0,103600.0,395.68179688176815,1019.9817968817681,1120,62,"$7,000 (Oct 21)",https://www.zillow.com/homedetails/2508-Hazelwood-Ave-Kettering-OH-45419/35024767_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1956,"3116 Bulah Dr, Dayton, OH 45429",Dayton,OH,45429,3,1.0,1142,139900.0,128100.0,489.25519479299703,1149.9218614596637,1250,29,"$7,600 (Nov 18)",https://www.zillow.com/homedetails/3116-Bulah-Dr-Dayton-OH-45429/35035945_zpid/
For sale by owner,SINGLE_FAMILY,FOR_SALE,1955,"2389 Fields Ave, Dayton, OH 45420",Dayton,OH,45420,2,1.0,768,83000.0,46900.0,179.12621885863828,649.9595521919716,750,31,,https://www.zillow.com/homedetails/2389-Fields-Ave-Dayton-OH-45420/35032299_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1956,"3504 Annabelle Dr, Dayton, OH 45429",Dayton,OH,45429,3,1.0,864,124900.0,101700.0,388.42508439069326,994.6417510573599,1095,46,,https://www.zillow.com/homedetails/3504-Annabelle-Dr-Dayton-OH-45429/35033412_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1953,"1279 Forrer Blvd, Dayton, OH 45420",Dayton,OH,45420,3,1.0,972,85400.0,76600.0,292.5600930612301,794.9434263945634,895,228,"$4,100 (Oct 31)",https://www.zillow.com/homedetails/1279-Forrer-Blvd-Dayton-OH-45420/35029778_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1966,"2226 Springmill Rd, Dayton, OH 45440",Dayton,OH,45440,3,3.0,2370,259690.0,209590.0,800.4917742128358,1780.6984408795026,1881,15,"$5,000 (Nov 13)",https://www.zillow.com/homedetails/2226-Springmill-Rd-Dayton-OH-45440/35040520_zpid/
